Customer ID,Married,age_gen,Offer,Churn Category,Churn Reason,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
2359-QWQUL,Yes,Millennials,,Competitor,Competitor made better offer,9.51,7.0,104.7,4134.85,0.0,0,370.89,4505.74
2362-IBOOY,No,Generation Z,Offer C,Competitor,Competitor made better offer,43.97,42.0,84.75,3050.15,0.0,0,1582.92,4633.07
2369-UAPKZ,No,Generation X,Offer E,Other,Moved,38.89,8.0,104.1,541.9,0.0,0,194.45,736.35
2372-HWUHI,No,Generation X,Offer E,Other,Don't know,46.84,3.0,44.35,81.25,0.0,0,93.68,174.93
2379-ENZGV,No,Baby boomers,Offer E,Competitor,Competitor made better offer,39.32,12.0,84.85,523.5,0.0,0,235.92,759.42
2382-BCKQJ,No,Millennials,Offer B,Competitor,Competitor made better offer,32.58,15.0,100.15,6413.65,0.0,0,2019.96,8433.61
2386-LAHRK,No,Generation Z,,Dissatisfaction,Product dissatisfaction,14.58,73.0,53.5,53.5,0.0,0,14.58,68.08
2391-SOORI,No,Millennials,Offer E,Dissatisfaction,Lack of self-service on Website,26.04,27.0,49.35,219.65,0.0,0,104.16,323.81
2397-BRLOM,Yes,Baby boomers,,Other,Don't know,26.99,2.0,80.45,583.45,0.0,0,215.92,799.37
2398-YPMUR,Yes,Baby boomers,,Dissatisfaction,Poor expertise of online support,37.86,19.0,70.15,916.75,0.0,90,492.18,1498.93
2403-BCASL,Yes,Baby boomers,Offer B,Other,Don't know,45.04,29.0,111.95,4534.9,0.0,0,1846.64,6381.54
2408-TZMJL,Yes,Generation X,Offer B,Dissatisfaction,Network reliability,22.71,26.0,110.15,6448.05,0.0,0,1339.89,7787.94
2408-WITXK,No,Baby boomers,Offer D,Other,Deceased,,4.0,34.7,329.8,0.0,0,0.0,329.8
2430-USGXP,Yes,Generation X,,Price,Lack of affordable download/upload speed,34.62,23.0,-1.0,2391.8,0.0,0,830.88,3222.68
2433-KMEAS,No,Baby boomers,Offer D,Other,Don't know,7.28,7.0,54.45,1127.35,0.0,0,160.16,1287.51
2446-BEGGB,No,Silent generation,,Attitude,Attitude of support person,47.35,29.0,98.25,560.6,0.0,0,284.1,844.7
2446-PLQVO,No,Millennials,Offer E,Other,Don't know,5.67,7.0,70.3,70.3,0.0,0,5.67,75.97
2454-RPBRZ,Yes,Baby boomers,Offer D,Dissatisfaction,Service dissatisfaction,30.63,27.0,98.1,1060.2,49.06,0,367.56,1378.7
2460-FPSYH,No,Baby boomers,,Attitude,Attitude of support person,,6.0,55.8,2109.35,0.0,80,0.0,2189.35
2462-XIIJB,No,Millennials,,Competitor,Competitor offered more data,3.25,25.0,92.5,452.7,0.0,0,16.25,468.95
2472-OVKUP,Yes,Millennials,,Dissatisfaction,Service dissatisfaction,42.08,29.0,91.0,531.0,0.0,0,252.48,783.48
2474-BRUCM,Yes,Baby boomers,,Other,Don't know,2.85,3.0,101.85,4086.3,0.0,0,114.0,4200.3
2479-BRAMR,Yes,Baby boomers,Offer B,Competitor,Competitor offered more data,45.84,18.0,83.75,3273.55,0.0,0,1879.44,5152.99
2482-CZGBB,No,Millennials,,Competitor,Competitor had better devices,27.28,27.0,70.0,740.0,0.0,0,272.8,1012.8
2484-DGXPZ,Yes,Generation X,,Attitude,Attitude of support person,30.07,,19.55,658.95,0.0,0,932.17,1591.12
2485-ITVKB,Yes,Millennials,Offer E,Attitude,Attitude of support person,,12.0,35.1,68.75,0.0,10,0.0,78.75
2495-INZWQ,No,Generation X,Offer E,Attitude,Attitude of service provider,,20.0,44.55,174.3,0.0,10,0.0,184.3
2506-CLAKW,No,Generation Z,Offer E,Attitude,Attitude of support person,20.26,26.0,98.15,567.45,0.0,0,121.56,689.01
2506-TNFCO,Yes,Baby boomers,,Dissatisfaction,Network reliability,12.46,22.0,69.55,69.55,0.0,0,12.46,82.01
2514-GINMM,No,Baby boomers,Offer E,Attitude,Attitude of service provider,48.97,23.0,79.5,79.5,0.0,0,48.97,128.47
2516-VQRRV,No,Baby boomers,,Price,Long distance charges,23.46,25.0,75.45,158.4,0.0,0,46.92,205.32
2519-FAKOD,No,Millennials,Offer C,Competitor,Competitor had better devices,31.27,85.0,99.25,3777.15,0.0,0,1188.26,4965.41
2528-HFYZX,Yes,Baby boomers,,Competitor,Competitor had better devices,1.05,8.0,76.45,1233.4,0.0,0,17.85,1251.25
2530-ENDWQ,Yes,Generation X,Offer A,Competitor,Competitor offered more data,40.52,17.0,93.7,6585.35,0.0,0,2876.92,9462.27
2533-QVMSK,Yes,Generation X,Offer B,Competitor,Competitor offered more data,26.94,11.0,94.1,5638.3,0.0,0,1643.34,7281.64
2565-JSLRY,No,Generation Z,,Price,Price too high,20.26,,24.05,24.05,0.0,0,20.26,44.31
2568-BRGYX,No,Generation X,,Competitor,Competitor had better devices,13.02,15.0,70.2,237.95,0.0,0,52.08,290.03
2568-OIADY,Yes,Generation Z,,Competitor,Competitor made better offer,36.29,27.0,99.5,3762.0,0.0,0,1342.73,5104.73
2575-GFSOE,Yes,Generation Z,Offer E,Attitude,Attitude of service provider,8.95,73.0,69.0,506.9,0.0,0,62.65,569.55
2592-SEIFQ,No,Millennials,,Competitor,Competitor offered higher download speeds,,18.0,24.75,66.95,0.0,0,0.0,66.95
2606-RMDHZ,No,Generation X,Offer E,Competitor,Competitor had better devices,,14.0,30.5,208.7,0.0,0,0.0,208.7
2608-BHKFN,No,Generation X,,Competitor,Competitor had better devices,12.58,19.0,70.05,266.9,0.0,0,50.32,317.22
2609-IAICY,No,Millennials,,Dissatisfaction,Limited range of services,27.7,19.0,77.15,77.15,0.0,10,27.7,114.85
2612-RANWT,No,Generation Z,Offer D,Price,Price too high,30.54,47.0,100.15,1164.3,0.0,0,366.48,1530.78
2612-RRIDN,No,Generation Z,Offer E,Dissatisfaction,Limited range of services,21.62,59.0,81.0,340.85,0.0,50,86.48,477.33
2619-WFQWU,No,Millennials,,Competitor,Competitor offered higher download speeds,2.24,6.0,70.15,70.15,0.0,0,2.24,72.39
2626-URJFX,Yes,Generation X,Offer E,Dissatisfaction,Network reliability,8.58,57.0,50.9,225.6,0.0,0,34.32,259.92
2632-UCGVD,Yes,Baby boomers,,Price,Extra data charges,49.85,14.0,100.05,6871.9,0.0,0,3290.1,10162.0
2634-HCZGT,Yes,Baby boomers,,Other,Moved,21.67,6.0,60.05,3229.65,0.0,100,1148.51,4478.16
2636-ALXXZ,No,Baby boomers,Offer E,Dissatisfaction,Poor expertise of online support,45.8,10.0,69.6,69.6,0.0,0,45.8,115.4
2636-OHFMN,Yes,Generation Z,,Price,Long distance charges,,76.0,48.55,201.0,0.0,0,0.0,201.0
2640-PMGFL,No,Millennials,,Price,Lack of affordable download/upload speed,24.72,29.0,79.5,2180.55,0.0,0,667.44,2847.99
2642-DTVCO,No,Baby boomers,Offer E,Attitude,Attitude of service provider,12.18,6.0,85.05,746.5,0.0,30,109.62,886.12
2645-QTLMB,No,Generation Z,Offer E,Dissatisfaction,Network reliability,12.05,69.0,94.25,669.0,0.0,0,84.35,753.35
2656-FMOKZ,No,Baby boomers,Offer D,Dissatisfaction,Limited range of services,44.07,19.0,74.45,1145.7,0.0,0,661.05,1806.75
2656-TABEH,Yes,Generation X,,Dissatisfaction,Service dissatisfaction,28.22,10.0,100.2,420.2,0.0,0,112.88,533.08
2657-ALMWY,Yes,Baby boomers,Offer C,Price,Price too high,18.26,3.0,84.95,2169.75,0.0,0,474.76,2644.51
2659-VXMWZ,Yes,Generation X,Offer A,Attitude,Attitude of support person,29.24,21.0,111.3,7482.1,0.0,0,1959.08,9441.18
2660-EMUBI,No,Baby boomers,Offer D,Competitor,Competitor made better offer,41.37,14.0,95.35,898.35,0.0,0,413.7,1312.05
2667-WYLWJ,Yes,Generation X,Offer E,Price,Long distance charges,46.13,,19.75,145.0,0.0,0,369.04,514.04
2672-DZUOY,No,Generation X,Offer E,Competitor,Competitor had better devices,,5.0,25.15,25.15,0.0,0,0.0,25.15
2672-HUYVI,No,Generation X,,Price,Long distance charges,11.81,24.0,91.1,455.3,0.0,0,70.86,526.16
2683-BPJSO,Yes,Millennials,,Dissatisfaction,Lack of self-service on Website,28.37,12.0,84.45,2467.1,0.0,0,822.73,3289.83
2684-EIWEO,No,Baby boomers,,Competitor,Competitor made better offer,45.88,19.0,91.7,2758.15,0.0,0,1376.4,4134.55
2685-SREOM,Yes,Millennials,,Competitor,Competitor had better devices,23.24,25.0,89.1,2368.4,0.0,0,581.0,2949.4
2691-NZETQ,No,Millennials,Offer E,Competitor,Competitor offered higher download speeds,49.14,58.0,85.35,758.6,0.0,0,442.26,1200.86
2696-NARTR,No,Millennials,,Other,Moved,44.94,25.0,73.85,926.25,0.0,0,494.34,1420.59
2718-GAXQD,Yes,Baby boomers,Offer E,Competitor,Competitor made better offer,42.13,52.0,46.0,181.6,0.0,0,168.52,350.12
2719-BDAQO,No,Millennials,,Price,Price too high,4.51,13.0,93.85,1625.65,0.0,0,76.67,1702.32
2720-WGKHP,No,Baby boomers,Offer E,Other,Don't know,20.99,22.0,94.0,181.7,0.0,0,41.98,223.68
2722-JMONI,Yes,Baby boomers,Offer E,Dissatisfaction,Limited range of services,24.24,9.0,49.55,49.55,0.0,0,24.24,73.79
2722-VOJQL,No,Millennials,,Other,Don't know,24.23,73.0,105.65,6903.1,0.0,0,1550.72,8453.82
2725-KXXWT,Yes,Generation Z,Offer E,Attitude,Attitude of support person,23.06,52.0,90.75,90.75,0.0,0,23.06,113.81
2737-WFVYW,No,Millennials,,Dissatisfaction,Product dissatisfaction,,48.0,45.25,85.5,0.0,10,0.0,95.5
2737-YNGYW,No,Millennials,Offer E,Attitude,Attitude of support person,33.89,41.0,80.55,184.1,0.0,0,67.78,251.88
2748-MYRVK,No,Generation Z,Offer B,Price,Long distance charges,8.38,59.0,99.9,6137.0,0.0,0,527.94,6664.94
2754-VDLTR,No,Generation X,Offer D,Competitor,Competitor offered more data,35.63,18.0,95.2,930.4,0.0,0,356.3,1286.7
2754-XBHTB,No,Millennials,,Competitor,Competitor made better offer,22.88,23.0,77.65,714.15,0.0,0,205.92,920.07
2761-OCIAX,No,Baby boomers,,Competitor,Competitor made better offer,6.51,11.0,74.7,165.4,0.0,0,13.02,178.42
2774-LVQUS,Yes,Baby boomers,,Competitor,Competitor made better offer,44.13,3.0,83.05,1258.3,0.0,110,661.95,2030.25
2777-PHDEI,No,Generation Z,,Competitor,Competitor offered more data,29.41,59.0,78.05,78.05,0.0,10,29.41,117.46
2778-OCLGR,Yes,Baby boomers,,Competitor,Competitor had better devices,,5.0,39.1,971.3,0.0,0,0.0,971.3
2794-XIMMO,Yes,Baby boomers,,Price,Lack of affordable download/upload speed,,13.0,60.45,3184.25,0.0,0,0.0,3184.25
2810-FTLEM,No,Generation Z,,Competitor,Competitor offered higher download speeds,14.26,53.0,50.15,762.25,0.0,0,228.16,990.41
2815-CPTUL,No,Baby boomers,,Price,Price too high,2.27,17.0,70.25,331.9,12.48,0,11.35,330.77
2817-NTQDO,No,Generation X,Offer D,Dissatisfaction,Poor expertise of online support,,17.0,45.55,597.0,0.0,0,0.0,597.0
2833-SLKDQ,No,Generation Z,,Competitor,Competitor had better devices,48.03,73.0,45.05,45.05,0.0,0,48.03,93.08
2834-JRTUA,No,Millennials,Offer A,Competitor,Competitor had better devices,49.42,53.0,108.05,7532.15,0.0,0,3508.82,11040.97
2834-SPCJV,Yes,Millennials,,Competitor,Competitor had better devices,38.37,14.0,84.1,4348.65,0.0,0,1995.24,6343.89
2839-RFSQE,No,Baby boomers,Offer E,Attitude,Attitude of support person,24.71,,20.65,38.7,0.0,0,49.42,88.12
2840-XANRC,Yes,Baby boomers,Offer C,Competitor,Competitor made better offer,16.1,12.0,93.15,2231.05,0.0,0,386.4,2617.45
2842-JTCCU,No,Millennials,Offer E,Attitude,Attitude of service provider,29.69,52.0,46.05,80.35,0.0,10,59.38,149.73
2845-AFFTX,Yes,Silent generation,,Dissatisfaction,Product dissatisfaction,22.56,15.0,99.8,4259.3,8.88,0,924.96,5175.38
2845-HSJCY,Yes,Generation X,,Competitor,Competitor made better offer,29.18,19.0,87.25,1258.6,0.0,0,408.52,1667.12
2856-HYAPG,No,Baby boomers,Offer E,Price,Price too high,12.4,28.0,68.65,68.65,0.0,0,12.4,81.05
2856-NNASM,No,Baby boomers,,Dissatisfaction,Network reliability,39.12,6.0,89.55,3856.75,0.0,0,1682.16,5538.91
2858-MOFSQ,No,Generation X,,Price,Price too high,24.31,21.0,55.85,937.5,0.0,0,413.27,1350.77
2860-RANUS,No,Baby boomers,Offer D,Price,Price too high,29.29,15.0,85.8,1727.5,0.0,0,585.8,2313.3
2865-TCHJW,No,Baby boomers,,Competitor,Competitor had better devices,48.35,24.0,89.2,346.2,0.0,0,193.4,539.6
2867-UIMSS,No,Generation Z,,Dissatisfaction,Product dissatisfaction,35.77,69.0,80.5,80.5,0.0,0,35.77,116.27
2868-MZAGQ,No,Generation X,Offer E,Dissatisfaction,Service dissatisfaction,19.98,5.0,79.25,79.25,0.0,0,19.98,99.23
2868-SNELZ,No,Generation X,,Competitor,Competitor made better offer,5.32,20.0,80.6,155.8,0.0,0,10.64,166.44
2869-ADAWR,No,Millennials,Offer B,Dissatisfaction,Poor expertise of online support,14.12,24.0,89.3,4016.85,44.63,0,635.4,4607.62
2873-ZLIWT,Yes,Baby boomers,Offer B,Competitor,Competitor made better offer,2.03,19.0,84.85,3303.05,0.0,0,81.2,3384.25
2876-VBBBL,No,Baby boomers,Offer E,Attitude,Attitude of support person,10.71,,20.25,20.25,0.0,0,10.71,30.96
2884-GBPFB,Yes,Baby boomers,Offer C,Other,Moved,10.43,4.0,70.3,2416.55,0.0,80,365.05,2861.6
2886-KEFUM,Yes,Generation X,,Attitude,Attitude of support person,1.93,21.0,107.5,6873.75,0.0,60,121.59,7055.34
2889-FPWRM,Yes,Millennials,,Competitor,Competitor offered higher download speeds,34.87,8.0,117.8,8684.8,0.0,0,2510.64,11195.44
2894-QOJRX,Yes,Generation Z,Offer C,Competitor,Competitor had better devices,,82.0,34.0,853.0,0.0,0,0.0,853.0
2898-LSJGD,Yes,Millennials,,Attitude,Attitude of service provider,,69.0,55.95,1157.05,0.0,10,0.0,1167.05
2911-UREFD,Yes,Generation X,,Dissatisfaction,Lack of self-service on Website,,13.0,55.9,2184.35,0.0,0,0.0,2184.35
2919-HBCJO,No,Millennials,,Other,Moved,24.09,17.0,76.65,333.6,0.0,0,96.36,429.96
2929-ERCFZ,Yes,Generation Z,Offer E,Competitor,Competitor had better devices,38.83,76.0,94.2,777.3,0.0,0,310.64,1087.94
2929-QNSRW,Yes,Generation Z,,Competitor,Competitor made better offer,19.16,48.0,98.25,5508.35,0.0,150,1072.96,6731.31
2930-UOTMB,No,Millennials,Offer C,Competitor,Competitor offered higher download speeds,31.14,52.0,65.25,1994.3,0.0,120,965.34,3079.64
2933-FILNV,Yes,Generation X,,Dissatisfaction,Lack of self-service on Website,,52.0,24.4,36.55,0.0,0,0.0,36.55
2947-DOMLJ,No,Generation X,,Dissatisfaction,Service dissatisfaction,11.86,13.0,50.6,50.6,0.0,0,11.86,62.46
2951-QOQTK,No,Millennials,,Competitor,Competitor offered higher download speeds,42.33,76.0,80.8,332.45,0.0,0,169.32,501.77
2952-QAYZF,No,Millennials,,Competitor,Competitor had better devices,36.52,27.0,85.3,424.15,0.0,0,182.6,606.75
2955-BJZHG,Yes,Millennials,,Competitor,Competitor had better devices,16.61,3.0,80.85,1400.85,0.0,0,282.37,1683.22
2955-PSXOE,No,Generation X,,Price,Price too high,43.52,,20.2,20.2,0.0,0,43.52,63.72
2956-GGUCQ,Yes,Baby boomers,,Attitude,Attitude of service provider,2.05,22.0,78.85,1772.25,0.0,0,49.2,1821.45
2957-LOLHO,No,Generation X,,Competitor,Competitor made better offer,11.12,14.0,45.4,518.9,0.0,0,133.44,652.34
2959-MJHIC,Yes,Baby boomers,,Dissatisfaction,Product dissatisfaction,32.43,13.0,80.35,307.4,0.0,0,129.72,437.12
2962-XPMCQ,No,Generation X,Offer E,Competitor,Competitor offered higher download speeds,6.47,21.0,45.15,98.5,0.0,0,12.94,111.44
2968-SSGAA,No,Millennials,,Competitor,Competitor offered more data,45.21,3.0,100.6,1060.2,0.0,0,452.1,1512.3
2979-SXESE,Yes,Generation X,Offer D,Other,Moved,25.79,12.0,94.4,1607.2,0.0,0,438.43,2045.63
2982-IHMFT,No,Baby boomers,,Competitor,Competitor made better offer,39.61,16.0,74.45,74.45,0.0,0,39.61,114.06
2982-VPSGI,Yes,Baby boomers,Offer D,Competitor,Competitor made better offer,25.67,18.0,94.0,1078.9,0.0,0,282.37,1361.27
2983-ZANRP,Yes,Millennials,,Competitor,Competitor had better devices,8.5,59.0,73.55,145.4,0.0,0,17.0,162.4
2984-MIIZL,No,Generation X,,Dissatisfaction,Network reliability,7.26,29.0,74.8,321.9,0.0,0,29.04,350.94
2990-HWIML,No,Generation X,Offer E,Competitor,Competitor had better devices,47.92,25.0,89.5,573.3,0.0,0,287.52,860.82
2995-UPRYS,Yes,Baby boomers,,Other,Moved,19.76,22.0,99.2,4062.2,0.0,0,790.4,4852.6
3001-CBHLQ,Yes,Baby boomers,Offer C,Attitude,Attitude of support person,43.51,22.0,104.9,3351.55,33.73,0,1392.32,4710.14
3005-NFMTA,No,Baby boomers,Offer B,Price,Price too high,8.93,21.0,98.8,5617.75,0.0,0,491.15,6108.9
3006-XIMLN,No,Millennials,,Dissatisfaction,Lack of self-service on Website,42.89,13.0,94.2,193.8,0.0,0,85.78,279.58
3009-JWMPU,No,Generation X,Offer B,Attitude,Attitude of service provider,22.64,9.0,96.75,6125.4,0.0,0,1403.68,7529.08
3018-TFTSU,No,Generation X,Offer D,Dissatisfaction,Poor expertise of phone support,18.38,3.0,81.7,858.6,0.0,0,220.56,1079.16
3023-GFLBR,Yes,Baby boomers,,Attitude,Attitude of service provider,14.34,28.0,86.15,2745.7,0.0,0,473.22,3218.92
3027-ZTDHO,No,Generation Z,Offer E,Other,Don't know,32.85,53.0,89.9,89.9,0.0,0,32.85,122.75
3030-YZADT,No,Generation X,Offer E,Competitor,Competitor had better devices,2.88,26.0,44.95,431.0,0.0,10,25.92,466.92
3034-ZBEQN,Yes,Millennials,,Dissatisfaction,Product dissatisfaction,,22.0,34.7,1604.5,0.0,0,0.0,1604.5
3045-XETSH,No,Millennials,,Competitor,Competitor offered more data,43.26,21.0,94.85,953.45,0.0,0,432.6,1386.05
3049-NDXFL,No,Millennials,Offer E,Competitor,Competitor made better offer,34.47,59.0,85.8,85.8,0.0,0,34.47,120.27
3049-SOLAY,Yes,Generation Z,,Competitor,Competitor made better offer,23.26,42.0,95.2,292.85,0.0,20,69.78,382.63
3058-HJCUY,Yes,Millennials,Offer B,Competitor,Competitor had better devices,45.03,10.0,102.6,4213.35,2.93,0,1846.23,6056.65
3063-QFSZL,No,Millennials,Offer E,Competitor,Competitor had better devices,13.01,4.0,55.4,55.4,0.0,0,13.01,68.41
3066-RRJIO,No,Millennials,Offer E,Competitor,Competitor made better offer,13.04,46.0,69.95,69.95,0.0,0,13.04,82.99
3068-OMWZA,No,Baby boomers,,Competitor,Competitor made better offer,49.6,20.0,88.8,88.8,0.0,10,49.6,148.4
3070-DVEYC,No,Silent generation,,Attitude,Attitude of support person,32.4,7.0,73.75,545.15,0.0,0,226.8,771.95
3074-GQWYX,No,Millennials,,Competitor,Competitor made better offer,46.88,59.0,75.9,357.75,0.0,0,234.4,592.15
3085-QUOZK,No,Generation X,Offer E,Attitude,Attitude of service provider,34.48,9.0,43.95,43.95,0.0,0,34.48,78.43
3090-HAWSU,No,Generation X,,Competitor,Competitor offered more data,7.82,11.0,111.6,6876.05,0.0,0,477.02,7353.07
3091-FYHKI,No,Baby boomers,Offer E,Dissatisfaction,Network reliability,,22.0,35.45,35.45,0.0,0,0.0,35.45
3092-IGHWF,Yes,Millennials,Offer A,Competitor,Competitor made better offer,28.4,10.0,87.4,5918.8,0.0,0,1902.8,7821.6
3096-IZETN,No,Millennials,Offer D,Attitude,Attitude of support person,42.55,18.0,78.1,947.3,0.0,0,510.6,1457.9
3096-JRDSO,Yes,Baby boomers,Offer C,Competitor,Competitor made better offer,10.19,27.0,104.3,2867.75,0.0,0,275.13,3142.88
3097-NNSPB,No,Millennials,Offer E,Competitor,Competitor had better devices,14.7,13.0,49.05,91.1,0.0,40,29.4,160.5
3097-NQYSN,Yes,Baby boomers,,Competitor,Competitor had better devices,4.19,11.0,86.85,156.35,0.0,40,8.38,204.73
3104-OWCGK,Yes,Generation Z,Offer B,Other,Moved,33.25,52.0,90.95,5453.4,0.0,0,1995.0,7448.4
3106-ULWFW,Yes,Millennials,Offer E,Competitor,Competitor had better devices,26.41,16.0,85.2,627.4,0.0,0,211.28,838.68
3132-TVFDZ,Yes,Baby boomers,,Attitude,Attitude of support person,,3.0,44.85,2572.95,12.07,0,0.0,2560.88
3138-BKYAV,No,Baby boomers,,Attitude,Attitude of service provider,11.97,27.0,85.35,489.45,0.0,0,71.82,561.27
3143-ILDAL,No,Generation Z,,Attitude,Attitude of support person,25.41,51.0,94.45,5124.6,0.0,0,1422.96,6547.56
3143-JQEGI,Yes,Generation X,,Competitor,Competitor made better offer,17.83,10.0,88.35,1222.8,0.0,0,231.79,1454.59
3144-AUDBS,Yes,Baby boomers,Offer E,Competitor,Competitor had better devices,6.94,28.0,49.15,270.8,0.0,0,41.64,312.44
3148-BLQJT,No,Millennials,Offer E,Competitor,Competitor made better offer,16.81,,20.1,20.1,0.0,0,16.81,36.91
3158-MOERK,No,Generation X,,Competitor,Competitor offered more data,48.34,28.0,96.0,174.8,0.0,0,96.68,271.48
3164-AALRN,No,Millennials,,Competitor,Competitor had better devices,45.25,22.0,70.0,347.4,0.0,10,226.25,583.65
3165-HDOEW,Yes,Generation X,,Other,Don't know,14.9,6.0,45.85,45.85,0.0,0,14.9,60.75
3177-LASXD,No,Generation X,,Dissatisfaction,Poor expertise of phone support,40.4,13.0,71.35,71.35,0.0,0,40.4,111.75
3178-FESZO,No,Generation X,Offer E,Other,Don't know,20.23,17.0,100.25,100.25,0.0,0,20.23,120.48
3186-BAXNB,No,Generation Z,Offer E,Attitude,Attitude of service provider,17.23,52.0,91.7,91.7,0.0,0,17.23,108.93
3190-XFANI,No,Millennials,,Competitor,Competitor offered more data,18.97,3.0,100.6,5069.65,0.0,0,929.53,5999.18
3192-NQECA,Yes,Generation Z,Offer A,Competitor,Competitor had better devices,14.79,47.0,110.0,7611.85,0.0,0,1005.72,8617.57
3194-ORPIK,Yes,Baby boomers,,Competitor,Competitor had better devices,35.33,17.0,84.4,4116.15,0.0,0,1766.5,5882.65
3198-VELRD,Yes,Generation X,,Competitor,Competitor had better devices,38.09,30.0,84.75,264.85,0.0,0,114.27,379.12
3207-OYBWH,Yes,Baby boomers,,Attitude,Attitude of support person,49.91,21.0,95.25,5427.05,12.59,0,2844.87,8259.33
3208-YPIOE,No,Baby boomers,Offer C,Competitor,Competitor made better offer,36.17,5.0,75.25,3017.65,0.0,0,1410.63,4428.28
3211-ILJTT,Yes,Millennials,,Competitor,Competitor had better devices,13.68,11.0,70.4,1214.05,0.0,0,232.56,1446.61
3217-FZDMN,No,Baby boomers,Offer E,Competitor,Competitor had better devices,5.21,8.0,94.45,742.95,0.0,0,41.68,784.63
3223-WZWJM,No,Millennials,,Competitor,Competitor offered higher download speeds,14.3,20.0,83.95,2254.2,0.0,0,371.8,2626.0
3230-WYKIR,No,Millennials,,Dissatisfaction,Product dissatisfaction,12.5,5.0,82.0,1425.45,0.0,0,225.0,1650.45
3235-ETOOB,Yes,Generation X,,Competitor,Competitor made better offer,47.91,23.0,74.5,609.9,0.0,0,383.28,993.18
3237-AJGEH,Yes,Generation X,,Dissatisfaction,Poor expertise of online support,,19.0,31.0,95.05,0.0,20,0.0,115.05
3244-DCJWY,No,Millennials,Offer E,Competitor,Competitor had better devices,23.0,59.0,70.25,70.25,0.0,0,23.0,93.25
3247-ZVOUO,Yes,Baby boomers,Offer D,Attitude,Attitude of support person,6.01,27.0,85.55,851.75,0.0,0,60.1,911.85
3249-ZPQRG,No,Millennials,Offer E,Competitor,Competitor made better offer,42.06,58.0,78.45,330.05,0.0,0,168.24,498.29
3254-YRILK,No,Baby boomers,Offer D,Competitor,Competitor had better devices,39.97,9.0,88.2,1775.8,0.0,0,759.43,2535.23
3259-FDWOY,Yes,Baby boomers,Offer A,Competitor,Competitor offered higher download speeds,47.34,12.0,106.0,7723.7,0.0,0,3361.14,11084.84
3269-ATYWD,No,Silent generation,Offer C,Other,Don't know,41.93,23.0,95.65,3759.05,0.0,150,1635.27,5544.32
3276-HDUEG,No,Generation Z,Offer E,Competitor,Competitor made better offer,32.86,58.0,75.05,75.05,0.0,0,32.86,107.91
3285-UCQVC,No,Millennials,,Other,Don't know,,10.0,28.6,973.55,0.0,0,0.0,973.55
3296-SILRA,Yes,Baby boomers,,Attitude,Attitude of support person,41.16,6.0,76.4,76.4,0.0,0,41.16,117.56
3313-QKNKB,Yes,Generation Z,Offer B,Competitor,Competitor offered more data,6.91,52.0,85.55,5084.65,0.0,0,407.69,5492.34
3315-TOTBP,No,Millennials,Offer D,Dissatisfaction,Lack of self-service on Website,44.86,52.0,76.0,1130.85,0.0,0,672.9,1803.75
3317-HRTNN,No,Silent generation,,Competitor,Competitor made better offer,,15.0,45.7,198.0,0.0,0,0.0,198.0
3318-OSATS,No,Baby boomers,Offer C,Other,Don't know,35.1,29.0,95.45,3474.05,0.0,80,1228.5,4782.55
3319-DWOEP,Yes,Baby boomers,Offer E,Competitor,Competitor made better offer,47.9,6.0,95.75,573.75,0.0,0,287.4,861.15
3325-FUYCG,Yes,Generation X,Offer C,Dissatisfaction,Service dissatisfaction,9.62,24.0,106.1,2847.4,0.0,0,269.36,3116.76
3329-WDIOK,No,Generation X,,Dissatisfaction,Poor expertise of online support,,25.0,50.6,155.35,0.0,0,0.0,155.35
3331-HQDTW,No,Generation Z,,Competitor,Competitor made better offer,7.99,76.0,109.8,3587.25,0.0,0,271.66,3858.91
3334-CTHOL,No,Generation X,,Competitor,Competitor had better devices,43.49,4.0,49.95,49.95,0.0,0,43.49,93.44
3336-JORSO,No,Baby boomers,Offer C,Dissatisfaction,Product dissatisfaction,17.24,25.0,110.45,3655.45,0.0,70,568.92,4294.37
3346-BRMIS,Yes,Baby boomers,,Dissatisfaction,Service dissatisfaction,,12.0,48.35,810.7,0.0,0,0.0,810.7
3348-CFRNX,Yes,Generation X,,Price,Lack of affordable download/upload speed,37.66,20.0,92.35,2602.9,0.0,0,1054.48,3657.38
3351-NQLDI,Yes,Millennials,Offer A,Price,Long distance charges,30.94,11.0,94.35,6341.45,0.0,0,2072.98,8414.43
3372-KWFBM,No,Baby boomers,,Dissatisfaction,Network reliability,19.18,22.0,86.6,1281.0,0.0,0,306.88,1587.88
3374-LXDEV,No,Millennials,Offer D,Competitor,Competitor had better devices,8.59,15.0,89.4,1132.35,0.0,0,111.67,1244.02
3376-BMGFE,No,Millennials,Offer E,Dissatisfaction,Product dissatisfaction,33.5,27.0,70.9,273.0,8.74,0,134.0,398.26
3387-VATUS,No,Generation X,Offer E,Attitude,Attitude of service provider,40.15,19.0,94.85,462.8,0.0,0,200.75,663.55
3389-YGYAI,No,Silent generation,,Price,Price too high,45.16,15.0,105.5,829.55,0.0,0,361.28,1190.83
3393-FMZPV,No,Baby boomers,,Price,Extra data charges,36.24,3.0,100.25,2387.75,0.0,0,906.0,3293.75
