Customer ID,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
1929-ZCBHE,2,1,1,7,47,2,0,25.420517214274486,1,2,47.0,1,1,1,3,0,1,40.3,1794.8,0.0,0,0.0,1794.8,1
1930-BZLHI,2,0,0,0,21,0,1,22.53,0,0,26.189958310676094,0,0,0,3,1,2,20.35,422.7,0.0,0,473.13,895.83,1
1930-QPBVZ,2,1,2,3,68,1,1,9.29,1,1,18.0,1,1,1,2,0,1,95.1,6683.4,0.0,0,631.72,7315.12,1
1930-WNXSB,2,1,1,1,58,0,1,47.69,1,1,24.0,0,0,1,1,1,1,92.85,5305.05,0.0,0,2766.02,8071.07,1
1932-UEDCX,5,1,0,6,33,0,1,44.1,1,1,22.0,0,0,1,1,1,1,100.6,3270.25,0.0,0,1455.3,4725.55,1
1934-MKPXS,1,1,0,3,33,0,1,49.37,0,0,26.189958310676094,0,0,0,3,0,2,20.1,620.55,0.0,0,1629.21,2249.76,1
1934-SJVJK,2,0,0,0,1,5,1,40.51,0,0,26.189958310676094,0,0,0,1,0,2,20.15,20.15,0.0,0,40.51,60.66,0
1935-IMVBB,3,1,0,1,56,0,1,3.79,1,1,14.0,0,0,1,1,0,2,89.7,4952.95,41.66,0,212.24,5123.53,1
1936-CZAKF,1,1,0,8,49,0,0,25.420517214274486,1,3,27.0,0,0,1,2,0,2,49.65,2409.9,0.0,0,0.0,2409.9,1
1936-UAFEH,3,0,0,0,68,0,1,48.82,1,1,17.0,1,1,0,2,0,2,110.25,7279.35,0.0,30,3319.76,10629.11,1
1937-OTUKY,2,1,0,1,72,0,1,25.48,1,1,3.0,1,1,1,2,1,1,98.2,7015.9,0.0,0,1834.56,8850.46,1
1941-HOSAM,1,1,3,1,1,0,1,24.33,1,1,59.0,0,0,1,1,1,1,90.1,90.1,0.0,0,24.33,114.43,2
1942-OQFRW,4,0,0,0,1,5,1,13.4,1,2,17.0,0,0,1,1,0,1,44.0,44.0,0.0,0,13.4,57.4,2
1945-XISKS,1,1,0,4,67,0,1,33.01,0,0,26.189958310676094,0,0,0,2,0,2,19.65,1335.2,0.0,0,2211.67,3546.87,1
1950-KSVVJ,3,1,0,1,45,2,1,33.54,1,1,4.0,1,1,1,3,0,3,113.3,5032.25,0.0,0,1509.3,6541.55,1
1951-IEYXM,3,1,0,1,72,0,1,34.97,1,3,11.0,1,1,1,2,1,2,90.6,6441.85,0.0,0,2517.84,8959.69,1
1952-DVVSW,1,1,0,4,10,0,1,14.04,0,0,26.189958310676094,0,0,0,3,0,2,20.1,184.4,0.0,0,140.4,324.8,1
1955-IBMMB,3,0,0,0,59,0,1,47.17,0,0,26.189958310676094,0,0,0,2,1,1,20.2,1192.3,0.0,0,2783.03,3975.33,1
1956-YIFGE,2,1,3,10,22,0,1,9.05,1,1,57.0,0,0,1,3,1,2,100.05,2090.25,0.0,0,199.1,2289.35,1
1958-RNRKS,4,1,0,4,30,0,1,5.56,1,2,8.0,0,0,0,1,0,1,49.9,1441.95,0.0,100,166.8,1708.75,1
1960-UOTYM,4,1,2,5,52,0,1,16.53,1,2,12.0,1,0,1,2,0,1,79.2,4016.3,0.0,0,859.56,4875.86,1
1960-UYCNN,2,0,0,0,10,0,1,26.43,1,1,13.0,0,0,1,1,1,1,-7.0,1021.55,0.0,0,264.3,1285.85,1
1963-SVUCV,4,0,0,0,1,0,1,28.37,1,2,7.0,0,0,0,1,0,1,45.3,45.3,0.0,30,28.37,103.67,0
1963-VAUKV,2,0,0,0,1,5,1,22.12,0,0,26.189958310676094,0,0,0,1,0,3,20.4,20.4,0.0,0,22.12,42.52,0
1964-SVLEA,4,0,0,0,20,4,1,30.13,0,0,26.189958310676094,0,0,0,3,1,3,-1.0,415.9,0.0,0,602.6,1018.5,1
1965-AKTSX,4,0,0,0,14,4,1,16.36,1,1,6.0,0,0,1,1,1,1,78.95,1101.85,0.0,0,229.04,1330.89,0
1965-DDBWU,2,0,0,0,16,0,1,11.96,1,1,18.0,0,1,1,1,1,2,89.05,1448.6,0.0,0,191.36,1639.96,0
1970-KKFWL,2,0,0,0,35,0,1,6.52,0,0,26.189958310676094,0,0,0,2,0,1,23.3,797.1,0.0,0,228.2,1025.3,1
1971-DTCZB,3,1,0,6,72,0,1,42.64,1,2,15.0,1,1,1,2,1,1,90.95,6468.6,0.0,0,3070.08,9538.68,1
1972-XMUWV,3,1,0,7,65,0,1,10.23,1,3,14.0,0,1,1,2,1,2,59.8,3808.2,0.0,0,664.95,4473.15,1
1976-AZZPJ,3,1,0,3,7,5,0,25.420517214274486,1,2,17.0,1,0,1,1,0,2,34.2,256.6,0.0,0,0.0,256.6,1
1976-CFOCS,4,1,0,1,1,0,1,7.74,1,2,19.0,0,0,1,1,0,1,46.0,46.0,0.0,0,7.74,53.74,0
1977-STDKI,4,0,0,0,1,0,1,20.55,1,1,5.0,0,0,1,1,1,1,73.0,73.0,0.0,0,20.55,93.55,0
1980-KXVPM,4,0,0,0,3,0,1,23.82,1,1,30.0,0,0,1,1,1,2,75.05,256.25,0.0,0,71.46,327.71,0
1981-INRFU,3,0,0,0,2,0,1,8.32,1,1,16.0,0,0,1,1,1,1,79.75,164.5,0.0,0,16.64,181.14,0
1982-FEBTD,2,1,2,1,23,0,1,25.54,0,0,26.189958310676094,0,0,0,2,1,2,25.6,514.75,0.0,0,587.42,1102.17,1
1984-FCOWB,1,1,0,1,70,1,1,41.88,1,1,59.0,0,1,0,3,1,1,109.5,7674.55,0.0,150,2931.6,10756.15,0
1984-GPTEH,3,0,0,0,29,0,1,4.53,0,0,26.189958310676094,0,0,0,1,0,1,25.15,702.0,0.0,0,131.37,833.37,1
1985-MBRYP,3,0,0,0,43,2,1,6.71,0,0,26.189958310676094,0,0,0,2,1,1,19.65,779.25,0.0,0,288.53,1067.78,1
1986-PHGZF,4,0,0,0,18,4,1,47.34,1,2,7.0,1,0,1,2,1,2,58.4,964.9,0.0,0,852.12,1817.02,1
1987-AUELQ,3,1,0,0,71,0,1,44.84,0,0,26.189958310676094,0,0,0,2,0,2,25.05,1873.7,0.0,0,3183.64,5057.34,1
1989-PRJHP,4,1,0,1,27,0,1,10.6,1,1,23.0,0,0,1,1,1,1,75.5,1893.95,0.0,0,286.2,2180.15,0
1991-VOPLL,3,0,0,0,9,5,1,31.28,0,0,26.189958310676094,0,0,0,1,0,2,19.05,157.65,0.0,0,281.52,439.17,1
1996-DBMUS,4,1,0,10,48,0,1,12.6,1,1,21.0,0,0,1,3,1,1,70.65,3545.05,0.0,0,604.8,4149.85,1
1998-VHJHK,2,0,0,0,27,0,1,20.18,0,0,26.189958310676094,0,0,0,3,0,2,19.15,501.35,0.0,0,544.86,1046.21,1
2000-DHJUY,4,1,0,1,70,1,1,18.67,1,2,21.0,1,1,1,2,1,1,92.2,6474.45,0.0,0,1306.9,7781.35,1
2000-MPKCA,3,0,0,0,58,2,1,46.7,1,1,19.0,1,0,1,3,1,1,107.75,6332.75,0.0,0,2708.6,9041.35,1
2001-EWBQU,1,0,0,0,60,0,1,35.47,1,1,51.0,0,0,0,2,0,1,104.7,6333.8,0.0,150,2128.2,8612.0,1
2001-MCUUW,3,0,0,0,46,0,1,37.5,1,1,22.0,0,1,1,2,0,1,108.65,4903.2,0.0,0,1725.0,6628.2,1
2002-MZHWP,1,0,0,0,1,5,1,26.12,0,0,26.189958310676094,0,0,0,1,0,2,20.5,20.5,0.0,0,26.12,46.62,0
2003-CKLOR,4,0,0,0,66,1,1,25.82,1,3,26.0,0,0,1,1,0,1,99.5,6710.5,0.0,0,1704.12,8414.62,0
2004-OCQXK,3,0,0,0,1,5,1,44.94,1,1,16.0,0,0,1,1,1,1,81.95,81.95,0.0,0,44.94,126.89,0
2005-DWQZJ,1,1,1,1,8,0,1,42.67,0,0,26.189958310676094,0,0,0,2,0,2,19.05,201.7,0.0,0,341.36,543.06,1
2007-QVGAW,3,1,1,10,68,1,1,46.61,0,0,26.189958310676094,0,0,0,2,1,1,19.35,1292.65,0.0,0,3169.48,4462.13,1
2011-TRQYE,4,0,0,0,18,4,0,25.420517214274486,1,2,26.0,0,0,1,1,1,2,33.5,600.0,0.0,0,0.0,600.0,0
2012-NWRPA,5,1,0,1,11,4,1,1.28,1,1,14.0,0,0,1,1,1,1,99.55,1131.2,0.0,0,14.08,1145.28,0
2013-SGDXK,2,0,0,0,1,0,1,1.63,1,1,59.0,0,0,0,1,0,1,84.3,84.3,0.0,10,1.63,95.93,0
2014-MKGMH,3,0,0,0,46,2,1,27.97,1,1,22.0,0,0,1,3,1,1,101.1,4674.4,0.0,0,1286.62,5961.02,1
2017-CCBLH,3,0,0,0,8,0,1,23.46,0,0,26.189958310676094,0,0,0,2,0,2,20.0,141.6,0.0,0,187.68,329.28,1
2018-PZKMU,2,1,3,10,9,5,1,44.37,1,1,57.0,0,1,1,1,0,1,103.1,970.45,18.62,0,399.33,1351.16,1
2018-QKYGT,1,1,3,1,1,0,1,36.32,1,1,85.0,0,0,1,1,1,1,81.05,81.05,0.0,0,36.32,117.37,2
2019-HDCZY,2,1,0,4,63,0,1,2.72,1,1,22.0,0,0,1,2,0,1,102.6,6296.75,0.0,0,171.36,6468.11,1
2023-VQFDL,2,0,0,0,18,4,1,33.16,0,0,26.189958310676094,0,0,0,1,0,1,19.0,348.8,0.0,0,596.88,945.68,1
2024-BASKD,1,0,0,0,1,5,1,22.16,1,1,47.0,0,0,0,1,1,3,74.6,74.6,0.0,10,22.16,106.76,0
2025-JKFWI,2,0,0,0,13,0,1,24.14,1,1,21.0,0,1,1,1,1,2,99.0,1301.7,0.0,0,313.82,1615.52,0
2026-TGDHM,3,0,0,0,7,0,1,19.21,1,1,16.0,0,0,0,1,1,1,79.3,523.15,0.0,10,134.47,667.62,0
2027-CWDNU,3,1,3,1,18,0,1,28.04,1,1,28.0,0,1,1,1,1,1,85.6,1601.5,0.0,0,504.72,2106.22,1
2027-DNKIV,2,1,3,1,37,0,1,35.67,1,2,76.0,1,1,1,3,1,2,58.75,2203.1,0.0,0,1319.79,3522.89,1
2027-FECZV,3,0,0,0,12,0,1,25.19,1,1,12.0,0,0,1,1,1,1,106.7,1253.9,0.0,0,302.28,1556.18,0
2027-OAQQC,4,0,0,0,43,2,0,25.420517214274486,1,2,12.0,0,0,1,1,1,1,49.05,2076.2,20.29,0,0.0,2055.91,0
2027-WKXMW,3,1,0,10,63,2,1,20.37,1,1,26.0,0,1,1,1,1,1,108.75,6871.7,0.0,0,1283.31,8155.01,1
2030-BTZRO,3,1,3,1,6,0,1,41.36,0,0,26.189958310676094,0,0,0,2,1,2,20.4,107.6,0.0,0,248.16,355.76,1
2034-CGRHZ,4,0,0,0,24,0,1,3.23,1,1,26.0,0,0,1,1,1,2,102.95,2496.7,0.0,0,77.52,2574.22,0
2034-GDRCN,3,0,0,0,2,5,1,10.53,1,1,8.0,0,0,1,1,1,1,90.4,168.2,0.0,0,21.06,189.26,0
2037-SGXHH,1,1,0,1,38,0,1,49.7,1,1,30.0,0,0,1,1,1,1,94.65,3624.3,0.0,0,1888.6,5512.9,0
2037-XJFUP,1,1,0,1,33,3,1,41.8,1,1,41.0,0,0,0,3,1,1,95.8,3036.75,0.0,60,1379.4,4476.15,0
2038-LLMLM,2,0,0,0,48,0,1,10.5,1,1,12.0,0,1,1,1,1,1,-4.0,4946.05,0.0,0,504.0,5450.05,1
2038-OEQZH,4,0,0,0,4,0,1,44.36,1,1,20.0,0,0,1,1,0,1,86.05,308.1,0.0,0,177.44,485.54,1
2038-YSEZE,3,0,0,0,29,3,1,13.74,1,2,2.0,1,1,1,1,0,2,67.45,1801.1,0.0,0,398.46,2199.56,1
2039-JONDJ,3,0,0,0,27,0,1,20.29,1,2,21.0,1,0,1,3,0,1,55.45,1477.65,0.0,0,547.83,2025.48,1
2040-LDIWQ,3,1,0,8,65,2,1,41.57,1,2,16.0,0,1,1,2,1,1,84.2,5324.5,0.0,0,2702.05,8026.55,1
2040-OBMLJ,1,0,0,0,31,0,1,17.18,1,1,76.0,0,1,1,3,0,2,81.7,2548.65,0.0,0,532.58,3081.23,1
2040-VZIKE,3,1,0,3,49,0,1,44.81,1,1,10.0,1,0,1,1,1,3,100.85,4847.35,0.0,0,2195.69,7043.04,1
2040-XBAVJ,3,1,1,0,72,1,1,24.95,1,1,13.0,1,1,1,2,0,1,114.45,8100.55,0.0,0,1796.4,9896.95,1
2041-JIJCI,2,0,0,0,5,0,1,44.78,1,3,29.0,0,0,1,1,1,1,64.0,370.25,0.0,0,223.9,594.15,1
2043-WVTQJ,4,1,0,10,1,0,1,17.68,1,3,9.0,1,0,1,1,0,2,55.7,55.7,0.0,0,17.68,73.38,2
2045-BMBTJ,5,0,0,0,33,0,0,25.420517214274486,1,2,16.0,1,0,1,2,1,1,59.45,1884.65,0.0,0,0.0,1884.65,1
2049-BAFNW,4,0,0,0,1,5,0,25.420517214274486,1,2,7.0,0,1,1,1,0,2,35.9,35.9,0.0,0,0.0,35.9,2
2050-ONYDQ,3,1,1,7,65,0,1,2.95,0,0,26.189958310676094,0,0,0,2,0,2,26.0,1654.85,0.0,0,191.75,1846.6,1
2054-PJOCK,2,0,0,0,60,0,1,16.11,1,3,18.0,0,1,1,3,0,2,80.55,4847.05,0.0,0,966.6,5813.65,1
2055-BFOCC,4,1,0,1,63,0,1,40.65,1,2,29.0,1,1,1,3,1,1,84.0,5329.55,0.0,0,2560.95,7890.5,1
2055-PDADH,4,0,0,0,3,5,1,2.26,1,1,3.0,0,0,1,1,1,1,70.4,204.7,0.0,0,6.78,211.48,0
2055-SIFSS,4,1,0,5,55,0,1,29.53,1,3,29.0,0,0,1,3,0,1,51.65,2838.55,0.0,0,1624.15,4462.7,1
2056-EVGZL,3,1,2,9,68,0,1,8.88,1,1,17.0,0,1,1,3,0,2,105.75,7322.5,0.0,0,603.84,7926.34,1
2057-BOYKM,4,1,0,10,72,0,1,28.09,1,1,20.0,1,1,1,2,1,1,96.6,6827.5,0.0,0,2022.48,8849.98,1
2057-ZBLPD,3,1,0,3,21,4,1,42.22,1,1,29.0,0,0,1,1,1,1,86.5,1808.7,0.0,0,886.62,2695.32,0
2058-DCJBE,2,0,0,0,5,5,1,31.14,1,1,5.0,0,0,1,1,1,1,69.75,324.6,0.0,0,155.7,480.3,0
2061-VVFST,3,1,0,1,37,0,1,45.19,0,0,26.189958310676094,0,0,0,1,0,1,19.5,805.2,0.0,0,1672.03,2477.23,1
2065-MMKGR,3,0,0,0,29,0,1,41.38,1,2,4.0,0,0,1,3,1,2,71.0,2080.1,0.0,0,1200.02,3280.12,1
2067-QYTCF,2,1,0,4,64,0,1,8.6,1,1,21.0,0,1,1,1,1,1,111.15,6953.4,0.0,0,550.4,7503.8,1
2068-WWXQZ,4,0,0,0,46,2,1,30.25,0,0,26.189958310676094,0,0,0,2,0,1,20.05,902.0,0.0,0,1391.5,2293.5,1
2070-FNEXE,4,0,2,0,7,5,1,26.95,1,1,18.0,1,0,0,1,0,1,76.45,503.6,11.05,0,188.65,681.2,0
2070-XYMFH,4,0,0,0,23,0,1,8.72,1,1,18.0,0,0,1,2,1,2,79.35,1835.3,15.41,0,200.56,2020.45,1
2072-ZVJJX,3,1,0,5,68,1,1,22.83,0,0,26.189958310676094,0,0,0,2,0,1,25.25,1728.2,0.0,0,1552.44,3280.64,1
2073-QBVBI,4,1,0,10,41,0,0,25.420517214274486,1,3,17.0,0,1,1,3,0,2,35.45,1391.65,0.0,0,0.0,1391.65,1
2074-GKOWZ,3,1,0,1,2,5,1,8.86,1,1,23.0,0,0,1,1,1,1,89.55,185.55,0.0,0,17.72,203.27,0
2074-GUHPQ,2,0,2,0,17,0,1,49.78,1,1,19.0,0,1,1,1,1,2,92.7,1556.85,0.0,0,846.26,2403.11,1
2075-PUEPR,3,1,2,2,55,0,1,24.7,0,0,26.189958310676094,0,0,0,2,0,1,19.35,1153.25,0.0,0,1358.5,2511.75,1
2075-RMJIK,3,1,3,3,5,0,1,47.06,1,3,52.0,1,0,0,1,1,3,49.4,232.55,0.0,10,235.3,477.85,1
2077-DDHJK,3,1,0,2,68,0,1,27.41,1,2,9.0,1,1,1,2,0,2,70.9,4911.35,49.37,0,1863.88,6725.86,1
2077-MPJQO,5,1,0,2,7,0,1,21.37,1,1,21.0,0,0,1,1,1,1,-10.0,533.05,0.0,0,149.59,682.64,1
2079-FBMZK,3,0,0,0,6,0,1,39.36,1,1,5.0,0,0,1,1,1,3,69.25,418.4,0.0,0,236.16,654.56,0
2080-CAZNM,5,0,0,0,41,2,1,6.33,1,1,15.0,0,0,1,1,1,1,104.4,4133.95,0.0,0,259.53,4393.48,1
2080-GKCWQ,3,0,0,0,2,0,1,3.76,1,1,16.0,0,0,1,1,0,1,74.95,151.75,0.0,0,7.52,159.27,2
2080-SRCDE,1,0,1,0,1,5,1,32.73,0,0,26.189958310676094,0,0,0,1,0,3,25.4,25.4,0.0,0,32.73,58.13,2
2081-KJSQF,1,0,0,0,1,0,1,42.96,0,0,26.189958310676094,0,0,0,1,1,2,20.25,20.25,0.0,0,42.96,63.21,2
2081-VEYEH,2,0,0,0,3,5,1,12.66,1,1,28.0,0,1,1,1,1,1,107.95,318.6,0.0,0,37.98,356.58,2
2082-CEFLT,2,0,0,0,1,5,1,11.73,1,2,24.0,0,0,1,1,1,1,45.6,45.6,0.0,0,11.73,57.33,0
2082-OJVTK,1,1,0,1,29,0,1,4.0,1,1,48.0,0,0,1,1,1,1,89.2,2698.35,0.0,0,116.0,2814.35,0
2085-BOJKI,2,1,0,1,17,4,1,28.83,1,1,5.0,0,0,1,3,1,1,96.65,1588.25,0.0,0,490.11,2078.36,1
2085-JVGAD,3,1,0,3,37,0,1,2.15,0,0,26.189958310676094,0,0,0,1,0,1,20.35,697.65,45.07,0,79.55,732.13,1
2087-QAREY,4,1,0,1,22,4,1,39.83,1,3,16.0,0,0,1,1,1,2,54.7,1178.75,0.0,0,876.26,2055.01,1
2088-IEBAU,4,0,0,0,68,0,1,21.82,1,2,2.0,1,1,1,2,1,1,88.15,6148.45,36.29,0,1483.76,7595.92,1
2091-GPPIQ,3,1,0,10,72,1,1,26.04,1,3,6.0,0,1,1,2,1,1,78.95,5730.15,0.0,0,1874.88,7605.03,1
2091-MJTFX,3,1,2,1,30,0,0,25.420517214274486,1,2,12.0,0,1,1,1,0,2,51.2,1561.5,0.0,0,0.0,1561.5,0
2091-RFFBA,4,0,0,0,31,0,1,15.43,1,1,2.0,0,0,1,1,1,1,73.9,2217.15,0.0,0,478.33,2695.48,0
2096-XOTMO,2,1,3,10,16,0,1,12.82,0,0,26.189958310676094,0,0,0,1,0,2,19.35,275.9,33.24,0,205.12,447.78,1
2097-YVPKN,3,0,0,0,65,0,1,4.9,0,0,26.189958310676094,0,0,0,2,0,2,25.75,1654.75,41.74,0,318.5,1931.51,1
2100-BDNSN,2,1,0,1,5,0,1,14.9,1,2,4.0,0,1,0,1,0,1,67.95,350.3,0.0,20,74.5,444.8,0
2101-RANCD,3,0,0,0,55,0,1,8.93,1,1,26.0,0,0,1,1,1,1,73.1,4144.9,0.0,0,491.15,4636.05,1
2103-ZRXFN,1,0,0,0,1,0,1,24.66,1,2,26.0,0,0,1,1,0,2,50.75,50.75,0.0,0,24.66,75.41,2
2105-PHWON,2,1,0,1,33,0,1,10.34,1,1,22.0,0,1,0,1,1,2,95.0,3008.15,0.0,60,341.22,3409.37,1
2107-FBPTK,5,0,0,0,30,0,1,41.93,1,1,21.0,0,0,1,2,1,1,104.1,3121.1,0.0,0,1257.9,4379.0,1
2108-GLPQB,3,1,0,7,25,3,1,11.6,1,2,10.0,0,0,1,1,0,2,55.55,1405.3,0.0,0,290.0,1695.3,1
2108-XWMPY,2,0,0,0,3,0,0,25.420517214274486,1,2,85.0,1,0,1,1,1,2,35.45,106.85,0.0,0,0.0,106.85,0
2108-YKQTY,2,0,0,0,4,0,1,9.81,1,2,30.0,0,0,1,1,0,2,50.7,151.3,0.0,0,39.24,190.54,0
2111-DWYHN,2,0,0,0,1,0,1,18.81,0,0,26.189958310676094,0,0,0,1,0,2,21.1,21.1,0.0,0,18.81,39.91,2
2114-MGINA,3,0,0,0,14,4,1,10.3,1,1,29.0,0,0,1,1,1,2,89.8,1129.1,0.0,0,144.2,1273.3,0
2115-BFTIW,3,0,0,0,25,0,1,24.91,1,1,18.0,0,0,0,1,0,2,70.95,1767.35,0.0,20,622.75,2410.1,0
2120-SMPEX,3,0,0,0,25,3,1,17.64,0,0,26.189958310676094,0,0,0,1,1,3,20.15,536.35,0.0,0,441.0,977.35,1
2121-JAFOM,1,1,0,1,72,0,1,1.67,1,1,59.0,1,1,1,2,1,2,115.55,8312.4,0.0,0,120.24,8432.64,1
2122-SZZZD,4,0,0,0,44,0,1,18.14,0,0,26.189958310676094,0,0,0,3,0,2,19.5,835.5,0.0,0,798.16,1633.66,1
2122-YWVYA,3,0,0,0,18,4,1,15.01,1,1,22.0,1,0,1,1,1,1,75.4,1380.4,0.0,0,270.18,1650.58,1
2123-AGEEN,4,0,0,0,7,5,1,26.29,1,1,20.0,0,0,0,3,1,1,84.35,609.65,29.17,10,184.03,774.51,1
2123-VSCOT,2,1,0,9,59,0,1,24.81,1,3,24.0,0,1,1,2,1,1,72.1,4194.85,0.0,0,1463.79,5658.64,1
2126-GSEGL,3,1,0,7,70,0,1,9.28,1,2,24.0,0,1,0,2,1,1,84.8,5917.55,0.0,120,649.6,6687.15,1
2129-ALKBS,3,1,4,5,40,0,1,49.22,0,0,26.189958310676094,0,0,0,1,1,1,26.2,1077.5,0.0,0,1968.8,3046.3,1
2133-TSRRM,3,0,3,0,34,0,1,32.94,1,1,21.0,1,0,0,1,1,1,105.35,3688.6,0.0,110,1119.96,4918.56,1
2135-DQWAQ,2,0,0,0,5,5,1,45.74,1,1,30.0,0,0,0,1,1,2,85.3,420.45,0.0,10,228.7,659.15,1
2135-RXIHG,4,0,0,0,1,5,1,14.12,1,3,24.0,0,0,1,1,1,1,45.65,45.65,0.0,0,14.12,59.77,0
2137-DQMEV,2,1,2,1,68,1,0,25.420517214274486,1,2,19.0,1,0,1,3,0,2,44.8,2983.65,0.0,0,0.0,2983.65,1
2138-VFAPZ,2,1,1,8,14,4,1,15.33,0,0,26.189958310676094,0,0,0,2,1,2,19.7,263.65,0.0,0,214.62,478.27,1
2139-FQHLM,3,0,0,0,19,4,1,9.55,1,1,6.0,0,1,1,1,0,2,89.95,1682.4,29.64,0,181.45,1834.21,1
2141-RRYGO,3,0,0,0,4,5,1,10.64,1,2,23.0,0,0,1,1,1,1,68.65,261.25,0.0,0,42.56,303.81,0
2143-LJULT,3,1,0,1,67,0,1,35.34,0,0,26.189958310676094,0,0,0,2,1,2,25.25,1733.15,0.0,0,2367.78,4100.93,1
2144-BFDSO,4,1,0,1,50,2,1,9.18,1,1,2.0,1,0,1,1,0,1,108.75,5431.9,0.0,0,459.0,5890.9,1
2144-ESWKO,3,0,0,0,43,0,0,25.420517214274486,1,3,4.0,1,0,1,3,1,2,35.2,1463.7,0.0,0,0.0,1463.7,1
2146-EGVDT,2,1,0,3,59,2,1,25.57,0,0,26.189958310676094,0,0,0,2,0,2,19.3,1192.7,0.0,0,1508.63,2701.33,1
2150-OEGBV,2,0,0,0,27,0,1,33.4,0,0,26.189958310676094,0,0,0,3,0,1,20.1,562.6,0.0,0,901.8,1464.4,1
2150-UWTFY,1,1,3,1,22,4,1,42.98,1,2,30.0,1,0,0,1,0,2,61.15,1422.05,0.0,80,945.56,2447.61,0
2150-WLKUW,2,1,0,4,40,2,1,42.1,1,2,52.0,0,0,1,3,0,1,63.9,2635.0,0.0,0,1684.0,4319.0,1
2153-MREFK,3,1,0,1,37,0,1,30.16,1,1,4.0,1,1,1,3,1,1,99.2,3754.6,0.0,0,1115.92,4870.52,0
2154-KVJFF,2,0,0,0,15,4,1,42.83,1,1,21.0,0,0,1,1,1,1,79.75,1111.85,0.0,0,642.45,1754.3,0
2155-AMQRX,2,0,0,0,28,0,1,3.25,1,3,11.0,0,1,1,1,1,2,54.9,1505.15,0.0,0,91.0,1596.15,1
2157-MXBJS,1,1,0,1,13,4,1,41.22,1,3,82.0,0,0,1,3,1,2,75.3,989.45,0.0,0,535.86,1525.31,0
2159-TURXX,1,0,0,0,5,0,1,22.16,0,0,26.189958310676094,0,0,0,1,0,2,20.05,95.55,0.0,0,110.8,206.35,1
2160-GPFXD,1,1,2,1,54,2,1,24.59,1,2,52.0,1,1,1,2,1,2,65.65,3566.7,0.0,0,1327.86,4894.56,1
2162-FRZAA,3,1,2,7,63,2,0,25.420517214274486,1,2,16.0,0,1,1,2,0,1,39.35,2395.05,0.0,0,0.0,2395.05,1
2164-SOQXL,2,1,2,10,20,0,1,14.79,0,0,26.189958310676094,0,0,0,1,0,2,20.05,406.05,0.0,0,295.8,701.85,1
2165-VOEGB,1,0,0,0,46,0,1,43.04,1,1,71.0,1,1,1,3,1,1,105.2,4822.85,0.0,0,1979.84,6802.69,0
2167-FQSTQ,1,1,0,8,72,0,1,37.45,1,2,48.0,1,1,0,2,1,1,92.4,6786.1,0.0,150,2696.4,9632.5,1
2169-RRLFW,3,1,0,3,71,0,1,11.18,0,0,26.189958310676094,0,0,0,2,0,2,25.6,1888.25,0.0,0,793.78,2682.03,1
2171-UDMFD,1,1,3,5,32,3,1,35.05,0,0,26.189958310676094,0,0,0,1,1,2,19.45,674.55,0.0,0,1121.6,1796.15,1
2172-EJXVF,4,0,0,0,71,0,1,25.61,1,1,23.0,0,0,0,3,1,1,105.9,7521.95,6.65,100,1818.31,9433.61,1
2176-LVPNX,4,0,0,0,71,1,1,37.39,1,2,22.0,1,1,0,2,0,2,89.85,6293.45,0.0,140,2654.69,9088.14,1
2176-OSJUV,2,1,0,2,71,1,1,40.63,1,2,69.0,1,1,1,2,0,1,65.15,4681.75,4.7,0,2884.73,7561.78,1
2178-PMGCJ,1,0,0,0,22,4,1,15.77,1,1,42.0,0,0,1,1,1,2,69.7,1490.4,0.0,0,346.94,1837.34,1
2180-DXNEG,3,0,0,0,12,0,1,25.54,1,1,27.0,0,0,1,1,1,1,96.0,1062.1,0.0,0,306.48,1368.58,0
2181-TIDSV,3,1,3,4,68,1,1,19.75,0,0,26.189958310676094,0,0,0,2,1,1,19.95,1303.25,0.0,0,1343.0,2646.25,1
2181-UAESM,2,0,0,0,2,0,1,12.59,1,3,76.0,1,0,1,1,0,1,53.45,119.5,0.0,0,25.18,144.68,2
2186-QZEYA,4,0,0,0,29,3,1,8.88,1,2,22.0,1,0,1,2,1,1,58.55,1718.95,33.1,0,257.52,1943.37,1
2187-LZGPL,2,0,0,0,7,0,0,25.420517214274486,1,2,19.0,0,0,1,1,1,2,40.1,293.3,0.0,0,0.0,293.3,0
2187-PKZAY,1,0,0,0,12,0,1,40.06,1,1,41.0,0,0,1,1,1,1,79.95,1043.4,0.0,0,480.72,1524.12,1
2188-SXWVT,2,0,0,0,34,3,1,43.17,1,2,8.0,1,0,1,3,0,2,55.0,1885.15,0.0,0,1467.78,3352.93,1
2189-UXTKY,2,1,0,1,22,0,1,13.11,1,2,51.0,1,1,1,1,1,1,79.2,1742.75,0.0,0,288.42,2031.17,0
2189-WWOEW,2,0,0,0,15,0,1,24.63,1,1,13.0,0,0,1,1,1,1,85.9,1269.55,0.0,0,369.45,1639.0,0
